AccessFrequency,PurchaseHistory,Target_Surge,Cluster_ID
3,308.239560018997,0,0
12,468.63080489443774,1,0
18,258.8583331512607,0,1
8,236.2849548625361,0,2
11,106.70721760844847,0,2
9,377.6906444240784,0,0
3,70.38788810714236,0,2
10,245.56644491024204,0,2
8,210.66109919372224,0,2
10,329.1504392022016,0,0
11,458.81073497832944,1,0
12,473.29779574911123,1,0
8,83.89963358157921,0,2
12,130.9086091335891,0,2
11,405.8176599823533,0,0
3,259.1398812245964,0,0
9,226.51728417786592,0,2
11,355.3127261903529,0,0
14,300.96247630348586,1,1
9,485.3570272106673,1,0
14,291.9873261441335,0,1
9,232.98691317362662,0,2
17,271.4086810390878,1,1
7,404.26990834848664,0,0
11,306.3375283926104,0,1
10,323.52404569335886,0,0
10,485.719440018296,1,0
10,309.19774221272866,0,0
14,190.1426241672699,0,1
6,345.6630135063983,0,0
13,329.7296984886557,1,1
12,6.923817753190953,0,2
6,233.66464839291658,0,2
8,371.4518014411997,0,0
9,249.52072886056447,0,0
15,389.8105679676947,1,1
10,225.4418482138072,0,2
9,491.6607988186179,1,0
10,146.44579460194436,0,2
10,46.061304073036766,0,2
11,215.00590057704866,0,1
4,270.8545124369595,0,0
6,174.54686584123075,0,2
6,121.14058005897948,0,2
7,336.0293456927445,0,0
15,188.56254992812603,1,1
12,315.68426455031846,0,1
7,389.53572429938794,0,0
6,380.5013138800118,1,0
6,187.65465531784565,0,2
6,283.94911447508736,0,0
7,224.8291122213712,0,2
10,435.40262635483015,1,0
11,439.3792398999996,1,0
4,171.8707914440184,0,2
7,45.86872393936537,0,2
9,83.79124166200974,0,2
11,183.50087106544188,0,2
10,282.12497738149534,0,0
10,328.3935054822146,0,0
5,165.68552314300013,0,2
10,333.74955981199287,0,0
8,468.869991836878,1,0
7,326.00706358447525,0,0
6,79.28261472217562,0,2
11,289.83445648881377,0,1
13,270.94775838349136,0,1
5,435.35005544921034,0,0
11,175.15152760648718,0,2
9,211.47280502834,1,2
8,299.32952774324684,0,0
11,262.2126558710127,0,1
11,359.50829620258713,0,0
5,20.194495456247907,0,2
7,281.75800960347993,0,0
7,60.835946501937634,0,2
5,157.60449625986067,0,2
13,330.8134307661952,1,1
6,78.70710029608885,0,2
16,154.42091775231444,0,1
11,351.503241417656,1,0
13,325.40262126341696,0,1
8,45.519834604869025,0,2
10,288.6342467461619,0,0
8,73.62723095931972,0,2
6,126.13568935724633,0,2
10,229.60563931788934,0,2
8,54.67341164909456,0,2
8,496.8234839592834,0,0
7,82.68478052700057,0,2
13,390.6563142143022,0,1
10,414.91942251161254,1,0
6,497.2319849480007,1,0
16,214.3266089261342,0,1
6,437.04726006967,1,0
7,478.7697195084255,1,0
12,86.44707244733357,0,2
9,239.7180445297663,0,2
9,30.005409428043862,0,2
9,310.3620060121008,0,0
10,290.70307842828316,0,0
12,102.06314233159858,0,2
9,398.95137944706306,0,0
15,18.63436138176994,0,1
11,403.1136620637785,1,0
6,13.32264558193369,0,2
11,328.41440606817514,1,0
6,39.38475695745064,0,2
7,125.61275965616147,0,2
8,360.95667465591794,0,0
6,140.2023998126934,0,2
13,255.58692435886738,0,1
7,457.6241347600572,0,0
12,24.817177018289172,0,2
12,405.5398968678368,0,1
7,32.63599928424477,0,2
7,63.39742216833832,0,2
11,59.659551944605425,0,2
6,497.05114160536306,1,0
10,90.09315966576669,0,2
16,448.3809231281341,0,1
12,495.4660814732771,1,0
11,191.892385206149,0,2
9,315.5242717643427,0,0
9,389.5456268818063,1,0
6,196.32254091810412,0,2
14,80.90707024890365,0,1
11,216.8813718962806,0,1
3,385.9438225014723,0,0
13,390.3813813742015,1,1
8,115.26939608545666,0,2
8,87.48281994537327,0,2
12,460.28035105017483,0,0
7,21.99951527915528,0,2
6,367.3692378825434,0,0
10,23.210692723377,0,2
15,418.9500254304939,1,1
11,452.70740666805096,1,0
6,148.7095621145495,0,2
10,36.967821758348784,0,2
7,240.3422681737143,1,0
11,149.2315183727384,0,2
13,208.56807140518953,0,1
10,332.49272674434013,0,0
9,104.91301797435848,0,2
6,178.4757847570432,0,2
9,391.28124514633686,0,0
11,321.8809749764108,0,0
12,163.13774557561933,0,1
7,332.1508001299643,0,0
13,382.6564614459833,1,1
11,296.24279047639374,1,1
5,119.74841625050425,0,2
14,0.12264525599653409,0,2
12,401.4245534941407,1,1
8,411.31677765808223,0,0
7,348.802250697181,0,0
7,38.29046568380689,0,2
9,292.6111437540231,0,0
13,410.51033563580364,1,1
7,194.83416005408282,0,2
11,99.00036711012706,0,2
11,293.8136486207353,1,1
10,413.153313650439,1,0
13,24.434979353532782,0,2
14,298.47560858036786,0,1
9,321.586897669671,0,0
8,301.1835196741398,0,0
11,325.01684211852427,0,0
6,315.68765380207725,0,0
5,65.20194249017453,0,2
8,117.46838847445767,0,2
11,309.4970026445051,0,0
7,8.846580568385388,0,2
14,317.37225936162224,0,1
11,332.693311892516,0,0
9,119.58737993082924,0,2
10,299.0664148765698,1,0
5,267.04503036188225,0,0
7,130.3457740765569,0,2
8,231.48700593737732,0,2
12,454.8122647060908,1,0
11,213.30139022994143,0,1
12,314.92208843975084,0,1
11,17.6754105203471,0,2
10,38.9000566610494,0,2
8,40.65403665165923,0,2
5,389.1203818132227,1,0
12,175.12844740172633,0,1
12,113.80584418290668,0,2
13,373.66228422586136,0,1
8,84.98003127808722,0,2
9,123.24626253514032,0,2
15,215.46572163501042,0,1
17,165.71903450730662,0,1
7,292.69610551832216,0,0
14,168.9203095374238,0,1
13,196.47581792944595,0,1
7,431.44330412474295,0,0
16,442.2657198140012,1,1
7,413.85559540670374,1,0
15,432.4154663523163,1,1
12,284.8643346695585,1,1
16,323.11660737569196,0,1
8,278.58658327747025,0,0
7,392.79404202646003,1,0
8,275.5002428807221,0,0
4,55.538482275390265,0,2
10,404.7900602284299,0,0
8,380.2925853387682,0,0
14,410.15029764131265,1,1
7,95.21473169488092,0,2
14,135.80852635748352,0,1
14,147.875848631765,0,1
16,254.0402680928368,1,1
13,66.93854208172989,0,2
10,192.69087663743366,0,2
13,91.0790805395148,0,1
9,132.38135651636824,0,2
7,353.19381727921365,0,0
8,427.40557815864054,0,0
8,11.452933298591928,0,2
2,282.9484816775002,0,0
9,18.029881031133566,0,2
13,42.62462250577514,0,2
9,352.54201730705455,0,0
17,367.8040532510583,1,1
11,406.9903365863994,1,0
16,237.12075588515248,0,1
11,429.9037410080941,1,0
7,83.41914582081216,0,2
7,124.85820681750131,0,2
13,67.25107380098567,0,2
9,398.7686302909383,1,0
12,114.33755919330946,0,2
13,77.75562137914783,0,1
7,311.5553437940281,0,0
11,38.5410131803372,0,2
8,22.450138610086267,0,2
11,53.358824276229456,0,2
5,0.12044199358379748,0,2
9,348.4950771108962,0,0
12,281.11766085723934,1,1
5,104.93755451886194,0,2
12,116.50247398879793,0,2
14,405.4842992350198,1,1
10,250.9100579301502,0,0
13,349.2641785408698,1,1
12,226.3777256374578,0,1
8,118.85901301039614,0,2
13,485.20140034145345,1,1
12,282.8237816876987,0,1
11,65.4909518839562,0,2
14,203.04502109195337,0,1
13,164.66870597345036,0,1
8,107.04373429426067,0,2
14,466.71999462012974,1,1
11,440.45999772987625,0,0
11,99.5735582600582,0,2
13,176.07394452775839,0,1
13,381.15769583541083,0,1
18,104.25302407010784,0,1
12,295.78243130212223,0,1
8,349.8969710624083,1,0
4,326.98616285538316,0,0
8,353.20432013775024,0,0
12,353.3497945143815,0,1
13,482.4029599244642,1,1
10,173.2494447601598,0,2
12,439.2952121879198,1,0
9,10.90353125755339,0,2
12,144.1014816616416,0,1
5,24.32789099956578,0,2
11,325.6019799779201,0,0
17,50.39518536580978,0,1
9,422.85343182602315,1,0
9,323.2958418951299,0,0
15,14.407700526802847,0,1
7,357.3886827173115,0,0
11,431.0174736284805,1,0
14,330.5605038310747,1,1
19,15.262107967516092,0,1
13,428.95977423020327,1,1
6,366.2319564670175,0,0
15,189.2256562419921,0,1
13,164.31512915775133,0,1
5,239.91009070372004,0,0
12,433.55087546893543,1,0
7,126.02967593477877,0,2
4,50.481905620600564,0,2
8,432.31818648052496,1,0
8,13.144924440361471,0,2
9,455.49851112203226,1,0
11,152.87259715070033,0,2
13,254.11135084413382,0,1
10,66.14776237611403,0,2
6,451.12748468834263,1,0
11,374.91811169220233,1,0
11,462.0777933040171,1,0
8,341.61452555908124,0,0
5,92.34688837116306,0,2
9,154.13350149312467,0,2
11,243.42428755173668,0,1
13,303.6291026801035,1,1
6,463.22971866813685,0,0
11,191.9757328945695,0,2
8,351.53601095357294,0,0
10,480.5044244554109,1,0
9,76.1870317077265,0,2
10,431.3547943897741,1,0
5,210.3530351965993,0,2
7,366.21088796466836,0,0
14,146.76916936854184,0,1
7,166.99210913300078,0,2
11,13.566612434033065,0,2
10,485.7020765834798,1,0
7,406.7262876153922,0,0
4,46.95897896311024,0,2
7,499.7543978318872,0,0
12,302.5122986014707,0,1
8,426.8643189821915,0,0
14,33.33038163893448,0,1
9,194.72558924596183,0,2
10,334.82556115180495,0,0
15,53.216859349850765,0,1
8,244.4514193270003,0,0
15,221.33893727207078,0,1
11,108.02011223678987,0,2
12,150.1349179259011,0,1
6,483.5591772474912,0,0
20,144.324243004968,1,1
14,106.71306698420551,0,1
9,268.10458553416674,0,0
9,335.47901703514896,0,0
6,362.54655553478244,0,0
19,377.12359224845807,1,1
11,18.416245757376547,0,2
13,196.88020018978165,0,1
19,386.9790398915451,1,1
7,452.4260509000647,1,0
6,301.10006166639164,0,0
8,26.153426754842833,0,2
9,198.3229029275656,0,2
11,37.11355793422732,0,2
6,374.26893134229226,0,0
12,31.752734640832614,0,2
7,92.86553336758863,0,2
8,208.4792119823871,0,2
2,231.32418355743602,0,0
8,203.24085015750615,0,2
2,231.698323303,0,0
11,356.61957601009993,1,0
9,184.63441147777075,0,2
10,273.87522957530956,0,0
6,151.68462876436612,0,2
8,176.8137475452413,0,2
7,306.8994795210404,0,0
19,245.24732581851,1,1
12,361.5181474296406,0,1
14,280.26929402587484,1,1
10,401.78704269193645,1,0
14,221.70410649735828,0,1
12,245.51680993340074,0,1
7,334.9856744504698,0,0
9,110.62197220602444,0,2
5,192.96476846563044,0,2
11,312.4206220058539,0,0
14,14.438134632868193,0,1
8,218.4857168169708,0,2
13,299.4249681530584,0,1
13,483.6877659890989,1,1
10,438.5082808088356,1,0
8,140.37097647132907,0,2
9,253.6050520144624,0,0
9,28.20718633004565,0,2
7,120.37720740890356,0,2
7,387.42793403404505,1,0
11,61.657006137672276,0,2
11,128.8452624169783,0,2
9,472.021250867904,0,0
10,411.927900246229,0,0
9,390.91385632445605,0,0
11,432.2787451510784,0,0
11,374.80284329117694,1,0
13,60.29310805911747,0,2
17,258.2806632426157,0,1
7,222.121960401161,0,2
8,155.57578913519004,0,2
10,417.02020485980273,1,0
8,232.06960118711683,0,2
13,30.148800678774844,0,2
8,137.4827918601341,0,2
12,114.31052901472255,0,2
9,443.7394424056418,1,0
7,323.71905031949996,0,0
7,280.18813294103757,0,0
12,253.32462083935252,0,1
11,325.05651377073275,0,0
18,377.4377733885624,1,1
13,277.19235291575495,1,1
17,469.14270757630527,1,1
7,488.4170853251923,1,0
11,497.6711583044115,1,0
8,334.69555504432236,1,0
13,466.3102333779392,0,1
13,202.23984765397734,0,1
12,429.79619562369265,0,0
11,454.58714936984046,1,0
11,452.07023616613776,0,0
7,415.4231414541908,0,0
11,203.2995808206252,0,2
7,79.45374099036717,0,2
11,166.97817817222293,0,2
12,383.6442846490465,1,1
9,116.44275566498763,0,2
6,239.1360324129862,0,0
12,282.699758992336,1,1
8,301.92928121893766,0,0
7,467.8627741893993,0,0
7,330.7465102071588,0,0
4,393.14940803865113,0,0
7,290.9391739458167,0,0
14,416.79015943098165,1,1
10,131.83180653488142,0,2
8,104.93883583439462,0,2
10,463.1600243789849,1,0
10,346.7404381786892,1,0
7,335.7627885291106,0,0
5,233.64761931422495,0,0
13,188.34862964675526,0,1
16,277.8455972393194,1,1
9,60.283174710833556,0,2
10,227.35628054155387,0,2
10,227.68385223274046,0,2
5,269.1682564721326,0,0
6,317.34280718360117,0,0
8,478.65918299268105,1,0
10,326.08456354587844,1,0
9,441.8625759767057,0,0
11,278.15193073458187,0,1
15,313.4639413137449,0,1
9,34.9184765547848,0,2
13,66.63186144220778,0,2
5,289.8352175987698,0,0
11,197.8564349790146,0,2
6,399.4052599327509,0,0
15,271.588937437088,0,1
11,441.14551947566895,1,0
6,486.16583923114564,1,0
9,73.8175925607425,0,2
9,197.41387582781329,0,2
18,332.4905126190154,0,1
8,152.74437770017485,0,2
9,133.51616886074757,0,2
11,406.86928031441835,1,0
11,490.18923452937145,1,0
6,386.90166562374066,0,0
13,261.8383114020568,0,1
6,221.25561597265735,0,2
8,269.8238602651825,0,0
12,231.41985109386792,0,1
13,251.44402839283404,0,1
8,101.72652526461384,0,2
10,451.8709746546638,0,0
9,377.26750076163404,0,0
9,340.48871134661005,1,0
13,474.96248548723656,1,1
13,142.197165956419,0,1
9,40.57970544680711,0,2
13,413.06933017766585,0,1
10,499.2084818246275,1,0
18,289.2162190100997,0,1
5,29.40469395634093,0,2
9,390.2340200774706,0,0
5,36.87452442292077,0,2
6,270.0069931296406,0,0
12,138.76623710526354,0,2
9,457.5133902961977,1,0
10,225.6656066297425,0,2
13,449.2316742392767,1,1
12,149.54054262728377,0,1
10,193.6812919106756,0,2
11,473.55959412354025,1,0
4,100.65722546581767,0,2
6,289.2505758255726,0,0
10,194.25516428005568,0,2
2,387.08344253436366,0,0
12,64.6481855856787,0,2
4,218.60748450233424,0,2
17,349.4663134226316,1,1
8,203.5081175030799,0,2
8,29.265869637688347,0,2
12,352.55613066767194,1,1
6,251.59916384249155,0,0
8,5.654343340050271,0,2
8,306.32794761418654,0,0
11,459.94051126439325,0,0
7,55.51297410584449,0,2
11,295.3356175045845,0,1
11,364.3344408813152,0,0
13,35.38683507015272,0,2
11,11.307729082093154,0,2
13,232.09793332247364,0,1
6,395.5933436171819,0,0
16,80.35970504966417,0,1
9,418.31863610746143,0,0
9,328.2886277117981,0,0
16,166.08664389424283,0,1
6,257.91289924622475,0,0
14,482.7874898633692,1,1
8,108.21848531616939,0,2
15,249.7676988720201,0,1
13,312.24327805381034,1,1
13,69.00730273783311,0,2
6,21.76104431165482,0,2
6,6.729976465735643,0,2
13,162.3464283000081,0,1
10,36.97364724243268,0,2
12,401.88497627055733,1,1
11,498.659763580873,1,0
8,30.65191086723201,0,2
11,216.3631379667198,0,1
6,12.866061491287384,0,2
5,66.99544537863162,0,2
13,161.46128045533703,0,1
10,196.84910652882493,0,2
11,469.89147321432006,1,0
9,197.91840437844795,0,2
10,248.13882952870108,0,2
13,122.7916841369332,0,1
12,0.06256937828774678,0,2
18,449.6672283665676,1,1
8,40.85737851815241,0,2
8,482.12442051811456,1,0
9,65.42205205013013,0,2
14,302.43924037522015,0,1
9,499.7052939283185,0,0
12,69.23229803483794,0,2
11,211.97154246991212,0,2
13,390.2118344857383,1,1
11,16.095074924984132,0,2
11,344.89137557002226,0,0
11,40.18666894539974,0,2
11,118.26007113661319,0,2
8,80.03808124668022,0,2
10,453.66821582346813,1,0
4,90.22835839084043,0,2
13,20.217047757578598,0,2
9,293.8128392238811,0,0
8,173.090462704851,0,2
5,202.85311032068321,0,2
11,59.53137243127349,0,2
11,374.11724571659727,1,0
11,300.77682482175896,0,1
5,182.10852237414,0,2
14,85.787471881568,0,1
11,296.7258695852802,0,1
7,389.2986397536887,1,0
8,156.19864193359746,0,2
8,12.930191769298549,0,2
7,107.171992376492,0,2
7,341.19890944641463,0,0
10,494.54818872846135,1,0
6,6.688119704388262,0,2
12,153.0767810660504,0,1
9,31.01043522441943,0,2
13,158.1746438815161,0,1
11,202.95717156371063,0,2
17,460.4310459731275,1,1
3,40.28039970248937,0,2
8,388.567026532885,0,0
15,197.76719803148168,0,1
8,405.6314248334639,1,0
9,256.70109266281065,0,0
4,19.641019421705042,0,2
15,473.1029423574194,1,1
10,41.367031717260915,0,2
18,298.8417512668781,1,1
16,438.8338814667579,1,1
9,39.884898875096944,0,2
7,276.9466942080064,0,0
7,412.1449377622261,1,0
11,493.1623543228979,0,0
5,362.16370040701065,0,0
7,139.16718773164683,0,2
14,349.7851649227047,0,1
10,352.8833846538197,1,0
10,349.9830060523087,0,0
10,427.13021854655284,0,0
10,43.69003125974547,0,2
11,54.209922707716686,0,2
4,320.30856211277904,0,0
13,476.94054804909393,1,1
7,232.91931945962295,0,2
6,480.28135081283756,1,0
13,469.042629758077,1,1
7,451.4548691171598,0,0
10,454.92548743204264,0,0
10,449.159396663993,1,0
5,409.9446917695911,0,0
13,347.4894793026652,0,1
7,12.204089296304122,0,2
8,66.12679607802625,0,2
11,67.11602726573356,0,2
13,11.770142139794936,0,2
15,58.35088421181833,0,1
6,459.8732167835531,0,0
13,331.902143455393,1,1
6,156.03650914771123,0,2
7,396.68000611834,0,0
11,244.18474347742546,0,1
9,71.06351845793829,0,2
5,442.25104061324635,1,0
13,169.33097311823624,0,1
19,349.4296152649471,1,1
11,145.2970802498037,0,2
14,250.03562533689998,0,1
6,408.12635576520773,0,0
11,78.38867321218385,0,2
7,488.6256976196392,1,0
13,35.1079614303631,0,2
12,267.00445487025206,0,1
10,458.012759675974,1,0
10,472.8469424412627,0,0
10,116.05448143988801,0,2
8,71.9924906074043,0,2
5,362.20150015894546,0,0
6,20.98678413811855,0,2
9,242.61948451515713,0,2
11,398.17761339659097,1,0
8,280.12736225841695,0,0
11,94.00663288700251,0,2
12,243.5221497349816,0,1
12,460.6373582244465,1,0
8,308.60648902213836,0,0
12,360.7453137845099,1,1
8,168.13193983125745,0,2
13,94.24188758380886,0,1
12,127.82111494980181,0,2
5,266.58879688014747,0,0
10,140.11007680535187,0,2
10,270.98239371305056,0,0
21,353.89596368808844,1,1
9,367.1979380851507,0,0
8,82.34246983054672,0,2
8,375.21542441693157,0,0
12,336.34406979617955,1,1
14,6.002566684353338,0,1
14,29.436087544875424,0,1
12,323.12475093019015,1,1
5,191.8519497818548,0,2
8,73.05199978783294,0,2
8,22.19827958481663,0,2
12,79.69917033621543,0,2
12,478.7569821608083,0,0
15,363.78282078548483,1,1
4,263.85271046714695,0,0
13,470.7702500272959,1,1
14,309.55521884080196,1,1
11,362.82259414033365,0,0
14,141.32590925293604,0,1
10,294.4909217945979,0,0
8,71.73862214892013,0,2
13,202.2415725988877,0,1
15,16.620162493305056,0,1
11,108.31404379134024,0,2
11,37.43431471133734,0,2
7,193.8894097536157,0,2
5,421.5175823192451,0,0
10,188.96705317252653,0,2
17,415.81981299732166,1,1
12,328.2491562894437,1,1
11,254.76472331541387,1,1
7,118.44584663066526,0,2
10,461.07804642207617,1,0
6,27.100404421016634,0,2
10,344.45650884940767,0,0
11,310.6199464046844,0,0
7,220.52076112826342,0,2
7,120.16047764630267,0,2
5,215.34796842263344,0,2
13,436.3863627767103,0,1
10,418.38305512747706,1,0
16,470.6906249885146,1,1
5,153.896603312624,0,2
5,193.55207918443645,0,2
10,9.363076329931664,0,2
10,471.47499736000407,0,0
8,164.69504590863443,0,2
9,202.0819107664966,0,2
15,453.9023057236973,1,1
11,263.2992150834066,0,1
13,283.087270877739,1,1
11,88.11641907545842,0,2
7,249.33001040932723,0,0
11,459.1043004543871,0,0
5,279.359044053963,0,0
10,127.55818231987904,0,2
6,15.590432067381421,0,2
13,168.150886727034,0,1
4,286.29545703222897,0,0
16,21.30664418541506,0,1
12,304.8962886455781,0,1
11,261.7069135590564,0,1
12,391.71773458328545,1,1
15,14.444086135980916,0,1
10,390.4236724093687,1,0
8,260.43852287905344,0,0
11,185.26466638985573,0,2
6,482.69148817941203,0,0
8,80.05977361802653,0,2
11,270.6625595455532,0,1
12,160.49073679623922,0,1
12,263.7431893976679,1,1
8,276.13772629020605,0,0
9,44.724124212422886,0,2
15,330.56757345917487,1,1
8,317.2407479595059,0,0
9,384.73363731723197,0,0
12,45.3292468295855,0,2
9,148.62927345184391,0,2
9,325.05529986405065,0,0
15,68.36541295780424,0,1
6,338.79910539422116,0,0
11,29.513355410211496,0,2
8,167.46577647981385,0,2
9,423.3555611662596,1,0
12,387.14564519058007,0,1
9,322.38035761354394,0,0
12,435.22920831255055,1,0
10,354.6347720861002,0,0
9,259.6875526054015,0,0
6,489.8587501928933,1,0
13,347.4280398946598,1,1
8,300.68358840650154,0,0
8,204.43528047678234,0,2
11,451.2062492895252,1,0
18,147.8545478024964,0,1
9,4.6097971054513405,0,2
10,98.37026121617998,0,2
10,54.75874597117958,0,2
9,159.49688708653602,0,2
7,412.93933872922753,1,0
10,325.76484268250374,1,0
11,84.49029461685626,0,2
9,394.41086054616926,0,0
10,252.10993304970137,0,0
11,256.35731205914846,0,1
11,181.05609049043665,0,2
9,432.3081824110117,1,0
10,159.16365192789632,0,2
15,47.06988033484433,0,1
10,151.36449698597255,0,2
6,357.67677313394285,0,0
6,328.79094340166444,0,0
8,94.00857677678893,0,2
16,55.89214955247102,0,1
10,330.4328792008732,0,0
11,338.18841782745614,0,0
8,183.07481860528534,0,2
13,421.4006917645399,1,1
10,489.1026018999584,1,0
13,102.8226117246977,0,1
7,288.53435785301417,0,0
14,2.6731645019695827,0,2
9,356.5271980131437,0,0
12,207.1410567816589,0,1
12,96.63461345158242,0,2
8,376.11096088218807,1,0
13,405.32439877804035,1,1
8,55.58325058796865,0,2
12,20.497880919016996,0,2
11,167.03922083455862,0,2
14,312.9952328805178,0,1
5,396.70976359431654,1,0
4,273.0312483152288,0,0
9,290.3743881534903,0,0
8,399.9291108764456,0,0
10,264.42168710937966,0,0
4,305.57724511315024,0,0
3,258.10866998827964,0,0
9,440.229116683852,0,0
7,117.75830929254444,0,2
9,131.99679227025467,0,2
8,63.98073080091288,0,2
7,409.73337574721086,0,0
9,205.88864528117867,0,2
6,173.9469704406219,0,2
10,490.6743585435781,1,0
11,463.40168321989273,1,0
7,485.9938410623807,1,0
10,71.14949837934643,0,2
6,445.6259065740831,0,0
8,164.35479969372574,0,2
8,6.328385105931256,0,2
11,195.64916799153437,0,2
12,254.59817656902985,0,1
3,54.11021178370268,0,2
12,268.83880843712814,0,1
14,409.73179208836575,1,1
7,188.82547541959698,0,2
8,176.3224032671511,0,2
9,169.40521011533872,0,2
14,461.547222941846,1,1
9,24.37904939509955,0,2
5,222.53807099647764,0,2
10,132.29972707485842,0,2
11,446.90351269374713,1,0
12,48.02613179190196,0,2
17,205.7213833402054,0,1
8,203.40807601554283,0,2
13,444.1972087735113,0,1
3,107.74672252048472,0,2
17,322.4477051508056,1,1
9,67.20306344389454,0,2
7,476.98785704027136,1,0
9,296.50747963614293,0,0
13,313.12836516033514,0,1
7,216.8867008302361,0,2
10,171.14135633316113,0,2
7,106.33821474743816,0,2
11,301.99387691612947,0,1
6,477.280872674119,0,0
12,179.8954770462015,0,1
11,441.57844433102713,0,0
12,74.38815642362484,0,2
15,468.06301044090037,1,1
9,175.2431419490383,0,2
5,189.86360579667283,0,2
8,231.4211285171641,0,2
8,359.1221349738251,0,0
6,359.8267168445176,0,0
10,239.79429235983264,0,2
10,261.57644965696795,0,0
